airport,city,country,lat,long
HUN,HUALIEN,TAIWAN,24.02309989929199,121.61799621582031
ENY,YAN AN,CHINA,36.636902,109.554001
NBX,NABIRE,INDONESIA,-3.36818,135.496002
XIC,XICHANG,CHINA,27.98909950256348,102.18399810791016
IAO,DEL CARMEN (SIARGAO),PHILIPPINES,9.8591,126.014
OKD,SAPPORO,JAPAN,43.117447,141.38134
LYI,LINYI,CHINA,35.04610061645508,118.41200256347656
JIC,JINCHANG,CHINA,38.542,102.348
AKX,AKTYUBINSK,KAZAKHSTAN,50.2458,57.206699
KBU,KOTABARU,INDONESIA,-3.29472,116.165
SWQ,SUMBAWA,INDONESIA,-8.489040374755861,117.41200256347656
HMI,HAMI,CHINA,42.8414,93.669197
WUA,WUHAI,CHINA,39.7934,106.7993
WUS,WUYISHAN,CHINA,27.7019,118.000999
IXS,SILCHAR,INDIA,24.912900924699997,92.97869873049999
DIL,DILI,TIMOR LESTE (INDONESIA),-8.54640007019,125.52600097700001
NYU,NYAUNG-U,MYANMAR (BURMA),21.178800582885746,94.9301986694336
GAN,GAN ISLAND,MALDIVES,-0.693342,73.155602
HEK,HEIHE,CHINA,50.1716209371,127.308883667
KEP,NEPALGANJ,NEPAL,28.103599548339844,81.66699981689453
YKH,YINGKOU,CHINA,40.542524,122.3586
CJM,CHUMPHON,THAILAND,10.711199760437012,99.36170196533205
THQ,TIANSHUI,CHINA,34.333,105.514
CGD,CHANGDE,CHINA,28.9188995361,111.63999939
PRH,PHRAE,THAILAND,18.132200241088867,100.16500091552734
DTB,SIBORONG-BORONG,INDONESIA,2.25973,98.99189799999999
HAQ,HANIMAADHOO,MALDIVES,6.744229793548584,73.17050170898438
JDH,JODHPUR,INDIA,26.25110054016113,73.04889678955078
BDP,BHADRAPUR,NEPAL,26.5708007812,88.07959747310001
JUH,CHIZHOU,CHINA,30.740278000000004,117.68666699999999
ERL,ERENHOT,CHINA,43.4225,112.096667
WDS,SHIYAN,CHINA,32.591667,110.90777800000001
SNW,THANDWE,MYANMAR (BURMA),18.4606990814209,94.30010223388672
UET,QUETTA,PAKISTAN,30.251399993896484,66.93779754638672
JUZ,JUZHOU,CHINA,28.965799,118.899002
LDS,YICHUN (HEILONGJIANG),CHINA,47.7520555556,129.019125
DAX,DAXIAN,CHINA,31.1302,107.4295
TNE,TANEGASHIMA,JAPAN,30.6051006317,130.990997314
SQJ,SANMING,CHINA,26.4274,117.8377
UCB,ULANQAB,CHINA,41.129721999999994,113.108056
NZH,MANZHOULI,CHINA,49.566666999999995,117.33
MMJ,MATSUMOTO,JAPAN,36.16680145263672,137.92300415039062
HXD,DELINGHA,CHINA,37.125285999999996,97.268658
AAT,ALTAY,CHINA,47.866667,88.116667
IXU,AURANGABAD,INDIA,19.862699508666992,75.39810180664062
JNG,JINING,CHINA,35.29277800000001,116.346667
TNN,TAINAN,TAIWAN,22.95039939880371,120.20600128173828
WJU,WONJU,SOUTH KOREA,37.441201,127.963858
SKZ,SUKKUR,PAKISTAN,27.72200012207031,68.79170227050781
RKZ,XIGAZE/RIKAZE,CHINA,29.351667,89.306944
KOS,SIHANOUKVILLE,CAMBODIA,10.57970047,103.637001038
JGD,JIAGEDAQI,CHINA,50.375,124.117
GYS,GUANG YUAN,CHINA,32.391101837158196,105.7020034790039
DIN,DIEN BIEN PHU,VIETNAM,21.3974990845,103.008003235
BPE,QINHUANGDAO,CHINA,39.666389,119.058889
BHR,BHARATPUR,NEPAL,27.678101,84.42939799999998
BPX,BANGDA,CHINA,30.553600311279297,97.1082992553711
AOG,ANSHAN,CHINA,41.105301000000004,122.853996
YIE,AERSHAN,CHINA,47.3106,119.9117
MUX,MULTAN,PAKISTAN,30.20319938659668,71.41909790039062
CHG,CHAOYANG,CHINA,41.538101,120.434998
KJI,BURQIN,CHINA,48.2223,86.9959
PZI,PANZHIHUA,CHINA,26.54,101.79899999999999
SXK,SAUMLAKI,INDONESIA,-7.9886097908,131.305999756
PBH,PARO,BHUTAN,27.403200149499998,89.42459869380001
DHM,DHARAMSALA,INDIA,32.16510009765625,76.26339721679688
LYP,FAISALABAD,PAKISTAN,31.364999771118164,72.99479675292969
FUJ,FUKUE,JAPAN,32.66630172729492,128.83299255371094
TRA,TARAMAJIMA,JAPAN,24.6539001465,124.67500305200001
LDU,LAHAD DATU,MALAYSIA,5.032249927520752,118.3239974975586
MBE,MONBETSU,JAPAN,44.303901672399995,143.404006958
KZO,KZYL-ORDA,KAZAKHSTAN,44.706902,65.592499
BWX,BANYUWANGI,INDONESIA,-8.31,114.3028
ZHY,ZHONGWEI,CHINA,37.573125,105.154454
SQG,SINTANG,INDONESIA,0.06361900269985199,111.4729995727539
MOF,MAUMERE,INDONESIA,-8.640649795529999,122.23699951200001
RTI,ROTI,INDONESIA,-10.766964,123.07495700000001
PKZ,PAKSE,LAOS,15.132100105285645,105.78099822998048
RJA,RAJAHMUNDRY,INDIA,17.1103992462,81.81819915770001
LLB,LIBO,CHINA,25.4525,107.96166699999999
DCY,DAOCHENG,CHINA,29.323056,100.053333
SIF,SIMARA,NEPAL,27.15950012207031,84.9801025390625
KGT,KANGDING,CHINA,30.1575,101.73472199999999
JIQ,QIANJIANG,CHINA,29.515,108.83
SMQ,SAMPIT,INDONESIA,-2.49919009209,112.974998474
URA,URALSK,KAZAKHSTAN,51.15079879760742,51.54309844970703
IXG,BELGAUM,INDIA,15.8592996597,74.6183013916
AXF,ALXA LEFT BANNER,CHINA,38.4924,105.3751
NGQ,SHI QUAN HE,CHINA,32.1,80.05305555560001
GXH,XIAHE,CHINA,34.8105,102.6447
TDX,TRAT,THAILAND,12.274600029,102.319000244
CYZ,CAUAYAN,PHILIPPINES,16.9298992157,121.752998352
MYT,MYITKYINA,MYANMAR (BURMA),25.38360023498535,97.35189819335938
AXJ,AMAKUSA,JAPAN,32.482498,130.158997
LLF,LINGLING,CHINA,26.338661,111.61004299999999
KKX,KIKAIGA SHIMA,JAPAN,28.3213005066,129.927993774
LCX,LONGYAN,CHINA,25.6746997833,116.747001648
JLR,JABALPUR,INDIA,23.17779922485352,80.052001953125
UKK,UST-KAMENOGORSK,KAZAKHSTAN,50.036598205566406,82.49420166015625
DHI,DHANGARHI,NEPAL,28.75329971313477,80.58190155029297
SUG,SURIGAO,PHILIPPINES,9.755838325629998,125.480947495
NLT,XINYUAN,CHINA,43.4318,83.3786
LFQ,LINFEN,CHINA,36.132629,111.641236
BSO,BASCO,PHILIPPINES,20.4513,121.980003
IFU,IFURU,MALDIVES,5.7083,73.025
JGA,JAMNAGAR,INDIA,22.465499877929688,70.01260375976561
HJJ,HUAIHUA,CHINA,27.4411111111,109.7
GKK,KOODDOO ISLAND,MALDIVES,0.7324,73.4336
TLQ,TURPAN,CHINA,43.0308,89.0987
CGM,CAMIGUIN,PHILIPPINES,9.253520011901855,124.70700073242188
FNJ,PYONGYANG,NORTH KOREA,39.224098,125.66999799999999
DEX,YAHUKIMO,INDONESIA,-4.8539959999999995,139.485673
LKA,LARANTUKA,INDONESIA,-8.274544,123.002328
WGP,WAINGAPU,INDONESIA,-9.66922,120.302002
KAZ,KAU,INDONESIA,1.1852799654006958,127.89600372314452
NAH,NAHA,INDONESIA,3.683209896087648,125.52799987792969
AJL,AIZAWL,INDIA,23.8405990601,92.6196975708
MNA,MELANGGUANE,INDONESIA,4.00694,126.672997
TMC,TAMBOLAKA,INDONESIA,-9.40972,119.244003
KGF,KARAGANDA,KAZAKHSTAN,49.670799255371094,73.33439636230469
CWJ,CANGYUAN,CHINA,23.273889,99.373611
TNH,TONGHUA,CHINA,42.2538888889,125.70333333299999
OHE,MOHE,CHINA,52.912777777799995,122.43
ENE,ENDE,INDONESIA,-8.8492898941,121.66100311299999
KAW,KAWTHAUNG,MYANMAR (BURMA),10.04930019378662,98.53800201416016
MGZ,MYEIK,MYANMAR (BURMA),12.439800262451172,98.62149810791016
TVY,DAWE,MYANMAR (BURMA),14.103899955749512,98.20359802246094
TCG,TACHENG,CHINA,46.67250061035156,83.3407974243164
PWQ,PAVLODAR,KAZAKHSTAN,52.19499969482422,77.07389831542969
DUM,DUMAI,INDONESIA,1.60919,101.433998
KTE,KERTEH,MALAYSIA,4.537220001220703,103.427001953125
IKI,IKI,JAPAN,33.7490005493,129.785003662
BJW,BAJAWA,INDONESIA,-8.70743498008,121.057426929
AEG,AEK GODANG,INDONESIA,1.4001,99.43049599999999
MEQ,MEULABOH,INDONESIA,4.25,96.21700286865234
OTI,MOROTAI ISLAND,INDONESIA,2.0459899902300003,128.324996948
PSJ,POSO,INDONESIA,-1.4167499542200002,120.657997131
FKQ,FAK FAK,INDONESIA,-2.9201900959014893,132.26699829101562
TLI,TOLITOLI,INDONESIA,1.123428,120.79365800000001
FYN,FUYUN,CHINA,46.804169,89.512006
MKZ,MALACCA,MALAYSIA,2.2633600234999998,102.25199890100001
NLH,NINGLANG,CHINA,27.543806,100.757389
AEB,BAISE,CHINA,23.72,106.96
WUZ,WUZHOU,CHINA,23.456699,111.248001
SJI,SAN JOSE,PHILIPPINES,12.361499786399998,121.04699707
GOP,GORAKHPUR,INDIA,26.739700317399997,83.44969940189999
MMD,MINAMI DAITO,JAPAN,25.8465003967,131.263000488
IQM,QIEMO,CHINA,38.233610999999996,85.465556
VKG,RACH GIA,VIETNAM,9.95802997234,105.132379532
AKY,SITTWE,MYANMAR (BURMA),20.132699966430664,92.87259674072266
SHF,SHANHAIGUAN,CHINA,44.241667,85.891111
FVM,FUVAHMULAK,MALDIVES,0.31002379999999996,73.43366309999998
OMC,ORMOC,PHILIPPINES,11.05799961090088,124.56500244140624
KSN,KOSTANAY,KAZAKHSTAN,53.20690155029297,63.55030059814453
RNJ,YORONJIMA,JAPAN,27.0440006256,128.40199279799998
CAH,CA MAU,VIETNAM,9.177667,105.177778
JKR,JANAKPUR,NEPAL,26.708799362199997,85.92240142819998
SRI,SAMARINDA,INDONESIA,-0.484530985355,117.15699768100001
MBT,MASBATE,PHILIPPINES,12.369682000000001,123.630095
HCJ,HECHI,CHINA,24.805,107.6997
NNX,NUNUKAN,INDONESIA,4.13333333333,117.666666667
NZL,ZHALANTUN,CHINA,47.865833,122.767503
THS,SUKHOTHAI,THAILAND,17.238000869750973,99.81819915771484
EJN,EJINA BANNER,CHINA,42.015556,101.000556
XKH,XIENG KHOUANG,LAOS,19.450001,103.157997
PSU,PUTUSSIBAU,INDONESIA,0.8355780243873596,112.93699645996094
JBB,JEMBER,INDONESIA,-8.241111,113.69388899999998
UOL,BUOL,INDONESIA,1.1027,121.4141
OKI,OKI ISLAND,JAPAN,36.18109893798828,133.32499694824222
LMN,LIMBANG,MALAYSIA,4.808300018310547,115.01000213623048
HZH,LIPING,CHINA,26.32217,109.1499
RHT,ALXA RIGHT BANNER,CHINA,39.225,101.546
NTX,NATUNA RANAI,INDONESIA,3.9087099999999997,108.38799999999999
VRC,VIRAC,PHILIPPINES,13.57639980316162,124.20600128173828
HTT,HUATUGOU,CHINA,38.201984,90.841495
LXG,LUANG NAMTHA,LAOS,20.966998999999998,101.400002
THL,TACHILEK,MYANMAR (BURMA),20.483800888061523,99.9354019165039
HOE,HOUEISAY,LAOS,20.2572994232,100.43699646
LIW,LOIKAW,MYANMAR (BURMA),19.691499710083008,97.2147979736328
NRE,NAMROLE,INDONESIA,-3.8548,126.7012
LWE,LEWOLEBA,INDONESIA,-8.640556,122.236667
HBX,HUBLI,INDIA,15.361700058,75.08489990230001
LSH,LASHIO,MYANMAR (BURMA),22.9778995513916,97.752197265625
IXD,ALLAHABAD,INDIA,25.440099716186523,81.73390197753906
BUT,JAKAR,BHUTAN,27.5622,90.7471
CYP,CALBAYOG,PHILIPPINES,12.072699546813965,124.54499816894531
PBU,PUTAO,MYANMAR (BURMA),27.32990074157715,97.42630004882812
GWD,GWADAR,PAKISTAN,25.23329925537109,62.32949829101562
LSW,LHOKSUMAWE,INDONESIA,5.226679801940918,96.95030212402344
GLX,GALELA,INDONESIA,1.8372220000000001,127.785556
MZV,MULU,MALAYSIA,4.048329830169679,114.80500030517578
RJH,RAJSHAHI,BANGLADESH,24.43720054626465,88.61650085449219
LAH,LABUHA,INDONESIA,-0.6373439999999999,127.50075
KNG,KAIMANA,INDONESIA,-3.6445200443267822,133.69599914550778
LWY,LAWAS,MALAYSIA,4.84917,115.407997
HJR,KHAJURAHO,INDIA,24.817199706999997,79.91860198970001
DOB,DOBO,INDONESIA,-5.77222013474,134.212005615
TBH,TABLAS,PHILIPPINES,12.3109998703,122.084999084
ODY,OUDOMXAY,LAOS,20.68269920349121,101.99400329589844
HGN,MAE HONG SON,THAILAND,19.301300048828125,97.97579956054688
GIL,GILGIT,PAKISTAN,35.918800354003906,74.33360290527344
DMB,ZHAMBYL,KAZAKHSTAN,42.853599548339844,71.30359649658203
CDP,CUDDAPAH,INDIA,14.51,78.772778
TUK,TURBAT,PAKISTAN,25.98640060424805,63.03020095825195
CRM,CATARMAN,PHILIPPINES,12.502400398254395,124.63600158691406
RIS,RISHIRI,JAPAN,45.24200057979999,141.186004639
KHM,KHAMTI,MYANMAR (BURMA),25.988300323486328,95.67440032958984
GAY,GAYA,INDIA,24.74430084228516,84.95120239257812
SBG,SABANG,INDONESIA,5.87412977219,95.3396987915
PBD,PORBANDAR,INDIA,21.6487007141,69.65720367429999
KDU,SKARDU,PAKISTAN,35.33549880981445,75.53600311279297
HPG,SHENNONGJIA,CHINA,31.625999999999998,110.34
BHU,BHAVNAGAR,INDIA,21.752199173,72.18520355220001
KMV,KALEMYO,MYANMAR (BURMA),23.188800811767567,94.05110168457031
RYK,RAHIM YAR KHAN,PAKISTAN,28.383899688720703,70.27960205078125
JRH,JORHAT,INDIA,26.7315006256,94.1754989624
BAR,QIONGHAI,CHINA,19.13824,110.454775
BZL,BARISAL,BANGLADESH,22.80100059509277,90.30120086669922
AGX,AGATTI ISLAND,INDIA,10.823699951171877,72.1760025024414
PLX,SEMIPALATINSK,KAZAKHSTAN,50.351295,80.234398
ULG,ULGIT,MONGOLIA,48.9933013916,89.92250061040001
TJS,TANJUNG SELOR,INDONESIA,2.83583333333,117.373611111
KET,KENG TUNG,MYANMAR (BURMA),21.30159950256348,99.63600158691406
KYP,KYAUKPYU,MYANMAR (BURMA),19.42639923095703,93.53479766845705
MUR,MARUDI,MALAYSIA,4.1789798736572275,114.3290023803711
BMO,BHAMO,MYANMAR (BURMA),24.268999099731445,97.24620056152344
BHV,BAHAWALPUR,PAKISTAN,29.348100662231445,71.71800231933594
MKM,MUKAH,MALAYSIA,2.90639,112.08000200000001
TDG,TANDAG,PHILIPPINES,9.072110176086426,126.1709976196289
KTD,KITADAITO,JAPAN,25.9447002411,131.32699585
PNY,PONDICHERRY,INDIA,11.968,79.812
DWO,KOTTE,SRI LANKA,6.905,79.91
OIR,OKUSHIRI,JAPAN,42.0717010498,139.432998657
BXB,BABO,INDONESIA,-2.5322399139404297,133.43899536132812
KUU,KULU,INDIA,31.87669944763184,77.15440368652344
DIU,DIU,INDIA,20.71310043334961,70.92109680175781
AHJ,ABA TIBETAN,CHINA,32.52916667,102.3569444
RTG,RUTENG,INDONESIA,-8.5970096588135,120.47699737549
HVD,KHOVD,MONGOLIA,47.9541015625,91.6281967163086
BTC,BATTICALOA,SRI LANKA,7.7057600000000015,81.678802
MOG,MONG HSAT,MYANMAR (BURMA),20.51679992675781,99.25679779052734
RDP,DURGAPUR,INDIA,23.6225,87.243
TMI,TUMLING TAR,NEPAL,27.315001000000002,87.193298
SHL,SHILLONG,INDIA,25.70359992980957,91.97869873046876
COQ,CHOIBALSAN,MONGOLIA,48.13570022583008,114.64600372314452
LUA,LUKLA,NEPAL,27.686899185180664,86.72969818115234
ULZ,ULIASTAI,MONGOLIA,47.7093,96.5258
PPK,PETROPAVLOVSK,KAZAKHSTAN,54.77470016479492,69.18389892578125
DLZ,DALANZADGAD,MONGOLIA,43.59170150756836,104.43000030517578
BBN,BARIO,MALAYSIA,3.7338900566101074,115.47899627685548
PGH,PANTNAGAR,INDIA,29.03339958190918,79.47370147705078
ZVK,SAVANNAKHET,LAOS,16.55660057067871,104.76000213623048
KOV,KOKSHETAU,KAZAKHSTAN,53.329102,69.594597
JSA,JAISALMER,INDIA,26.88870048522949,70.86499786376953
NYW,MONYWA,MYANMAR (BURMA),22.221638000000002,95.093479
HOX,HOMALIN,MYANMAR (BURMA),24.899599075317386,94.91400146484376
MXV,MORON,MONGOLIA,49.66329956054688,100.0989990234375
PJG,PANJGUR,PAKISTAN,26.954500198364247,64.13249969482422
GIU,SIGIRIYA,SRI LANKA,7.956669807430003,80.7285003662
NEU,SAM NEUA,LAOS,20.418399810791016,104.06700134277344
TRR,TRINCOMALEE,SRI LANKA,8.538510322570799,81.18190002441406
GWL,GWALIOR,INDIA,26.29330062866211,78.22779846191406
IXI,LILABARI,INDIA,27.295499801635746,94.09760284423828
DZN,ZHEZKAZGAN,KAZAKHSTAN,47.708302,67.733299
DEA,DERA GHAZI KHAN,PAKISTAN,29.961000442504893,70.48590087890625
MNU,MAULMYINE,MYANMAR (BURMA),16.444700241088867,97.66069793701172
MWK,MATAK,INDONESIA,3.3481199741363525,106.25800323486328
VBP,BOKPYIN,MYANMAR (BURMA),11.1494,98.735901
VBA,ANN,MYANMAR (BURMA),19.769199,94.0261
PZH,ZHOB,PAKISTAN,31.358400344848643,69.46360015869139
LUH,LUDHIANA,INDIA,30.854700088500977,75.95259857177734
UZR,URDZHAR,KAZAKHSTAN,47.09115,81.66521
TGC,TANJUNG MANIS,MALAYSIA,2.17784,111.20200000000001
PCQ,PHONGSALY,LAOS,21.6475,101.9
TEZ,TEZPUR,INDIA,26.7091007232666,92.78469848632812
ULO,ULAANGOM,MONGOLIA,50.066588,91.938273
XCH,CHRISTMAS ISLAND,CHRISTMAS ISLAND,-10.450599670410156,105.69000244140624
PYY,PAI,THAILAND,19.3719997406,98.43699646
BXH,BALHASH,KAZAKHSTAN,46.8932991027832,75.00499725341797
CJL,CHITRAL,PAKISTAN,35.88660049438477,71.80059814453125
KNU,KANPUR,INDIA,26.404301,80.410103
LHR,LONDON,UNITED KINGDOM,51.4706,-0.461941
FRA,FRANKFURT,GERMANY,50.033333,8.570556
MAN,MANCHESTER,UNITED KINGDOM,53.35369873046875,-2.2749500274658203
SVO,MOSCOW,RUSSIA,55.972599,37.4146
CDG,PARIS,FRANCE,49.012798,2.55
FCO,ROME,ITALY,41.800277799999996,12.238888900000001
ARN,STOCKHOLM,SWEDEN,59.651901245116996,17.918600082397
CPH,COPENHAGEN,DENMARK,55.617900848389,12.656000137328999
HEL,HELSINKI,FINLAND,60.317199707031,24.963300704956
VVO,VLADIVOSTOK,RUSSIA,43.39899826049805,132.14799499511722
ZRH,ZURICH,SWITZERLAND,47.464698999999996,8.54917
MAD,MADRID,SPAIN,40.471926,-3.56264
MUC,MUNICH,GERMANY,48.353802,11.7861
MXP,MILAN,ITALY,45.6306,8.728110000000001
BHX,BIRMINGHAM,UNITED KINGDOM,52.4538993835,-1.7480299472799998
KUF,SAMARA,RUSSIA,53.504901885986,50.16429901123
PRG,PRAGUE,CZECH REPUBLIC,50.1008,14.26
OSL,OSLO,NORWAY,60.193901062011996,11.100399971008
AMS,AMSTERDAM,NETHERLANDS,52.308601,4.76389
IKT,IRKUTSK,RUSSIA,52.268001556396,104.38899993896
OVB,NOVOSIBIRSK,RUSSIA,55.012599945068,82.650703430176
DME,MOSCOW,RUSSIA,55.40879821777344,37.90629959106445
LGW,LONDON,UNITED KINGDOM,51.148102,-0.190278
VIE,VIENNA,AUSTRIA,48.110298156738004,16.569700241089002
KBP,KIEV,UKRAINE,50.34500122070313,30.89469909667969
SVX,EKATERINBURG,RUSSIA,56.743099212646,60.802700042725
TXL,BERLIN,GERMANY,52.5597,13.2877
CGN,COLOGNE,GERMANY,50.865898132299996,7.1427397728
LED,ST PETERSBURG,RUSSIA,59.80030059814453,30.26250076293945
BCN,BARCELONA,SPAIN,41.2971,2.0784599999999998
DUS,DUSSELDORF,GERMANY,51.289501,6.7667800000000025
BRU,BRUSSELS,BELGIUM,50.9014015198,4.48443984985
KHV,KHABAROVSK,RUSSIA,48.52799987793,135.18800354004
GYD,BAKU,AZERBAIJAN,40.46749877929688,50.04669952392578
TBS,TBILISI,GEORGIA,41.6692008972,44.95470047
ATH,ATHENS,GREECE,37.9364013672,23.944499969499997
HAM,HAMBURG,GERMANY,53.630401611328004,9.988229751586902
VKO,MOSCOW,RUSSIA,55.591499328599994,37.2615013123
WAW,WARSAW,POLAND,52.1656990051,20.9671001434
GLA,GLASGOW,UNITED KINGDOM,55.8718986511,-4.43306016922
NCL,NEWCASTLE,UNITED KINGDOM,55.037498474121094,-1.6916699409484863
MSQ,MINSK,BELARUS,53.882499694824,28.030700683594
SXF,BERLIN,GERMANY,52.380001,13.5225
VCE,VENICE,ITALY,45.505299,12.3519
NCE,NICE,FRANCE,43.658401489300005,7.215869903560001
GVA,GENEVA,SWITZERLAND,46.23809814453125,6.108950138092041
UUD,ULAN-UDE,RUSSIA,51.80780029296875,107.43800354003906
BEG,BELGRADE,SERBIA,44.8184013367,20.3090991974
LYS,LYON,FRANCE,45.725556,5.081111
DUB,DUBLIN,IRELAND,53.421299,-6.27007
BUD,BUDAPEST,HUNGARY,47.429759999999995,19.261093
LIS,LISBON,PORTUGAL,38.7813,-9.13592
KJA,KRASNOJARSK,RUSSIA,56.172901,92.493301
UUS,YUZHNO-SAKHALINSK,RUSSIA,46.88869857788086,142.71800231933594
OTP,BUCHAREST,ROMANIA,44.5711111,26.085
MLA,MALTA,MALTA,35.857498,14.4775
OMS,OMSK,RUSSIA,54.96699905395508,73.31050109863281
KEF,REYKJAVIK,ICELAND,63.985000610352,-22.605600357055998
FLR,FLORENCE,ITALY,43.810001,11.2051
GOT,GOTHENBURG,SWEDEN,57.662799835205,12.279800415039
EDI,EDINBURGH,UNITED KINGDOM,55.95000076293945,-3.372499942779541
YKS,YAKUTSK,RUSSIA,62.093299865722656,129.77099609375
BLQ,BOLOGNA,ITALY,44.5354,11.2887
PSA,PISA,ITALY,43.683899,10.3927
KRR,KRASNODAR,RUSSIA,45.034698486328004,39.170501708984
ASF,ASTRAKHAN,RUSSIA,46.2832984924,48.0063018799
CTA,CATANIA,ITALY,37.466801000000004,15.0664
MRV,MINERALNYE VODY,RUSSIA,44.22510147094727,43.08190155029297
DBV,DUBROVNIK,CROATIA,42.5614013671875,18.268199920654297
KZN,KAZAN,RUSSIA,55.606201171875,49.278701782227
ZAG,ZAGREB,CROATIA,45.74290084840001,16.0687999725
NAP,NAPLES,ITALY,40.88600200000001,14.2908
LCA,LARNACA,CYPRUS,34.875099182128906,33.62490081787109
KGD,KALININGRAD,RUSSIA,54.88999938964844,20.592599868774414
EVN,YEREVAN,ARMENIA,40.1473007202,44.3959007263
ODS,ODESSA,UKRAINE,46.42679977416992,30.67650032043457
YNY,YANGYANG,SOUTH KOREA,38.061298,128.669006
VLC,VALENCIA,SPAIN,39.4893,-0.481625
STR,STUTTGART,GERMANY,48.6898994446,9.22196006775
MRS,MARSEILLE,FRANCE,43.439271921999996,5.22142410278
HAJ,HANOVER,GERMANY,52.461101532,9.68507957458
AGP,MALAGA,SPAIN,36.67490005493164,-4.499110221862793
IEV,KIEV,UKRAINE,50.40194,30.451940000000004
OPO,PORTO,PORTUGAL,41.248100280799996,-8.68138980865
SNN,SHANNON,IRELAND,52.701999664307,-8.9248199462891
TLL,TALLINN,ESTONIA,59.41329956049999,24.8327999115
BUS,BATUMI,GEORGIA,41.610298156700004,41.5997009277
TLS,TOULOUSE,FRANCE,43.629101,1.36382
VRN,VERONA,ITALY,45.395699,10.8885
SOF,SOFIA,BULGARIA,42.696693420410156,23.411436080932607
LIN,MILAN,ITALY,45.445099,9.27674
RIX,RIGA,LATVIA,56.92359924316406,23.971099853515625
BHD,BELFAST,UNITED KINGDOM,54.61809921264648,-5.872499942779541
AER,ADLER/SOCHI,RUSSIA,43.449902,39.9566
PKC,PETROPAVLOVSK-KAMCHATS,RUSSIA,53.16790008544922,158.45399475097656
BGO,BERGEN,NORWAY,60.29339981,5.218140125
WRO,WROCLAW,POLAND,51.10269927979999,16.885799408
DRS,DRESDEN,GERMANY,51.1328010559082,13.767200469970705
BRI,BARI,ITALY,41.138901000000004,16.760599
HRK,KHARKOV,UKRAINE,49.92480087280274,36.290000915527344
AAL,AALBORG,DENMARK,57.092758913800004,9.84924316406
BRE,BREMEN,GERMANY,53.0475006104,8.78666973114
BTS,BRATISLAVA,SLOVAKIA,48.17020034790039,17.212699890136722
VOG,VOLGOGRAD,RUSSIA,48.78250122070313,44.34550094604492
TRD,TRONDHEIM,NORWAY,63.45780179999999,10.9239998
BOD,BORDEAUX,FRANCE,44.8283004761,-0.7155560255050001
ABZ,ABERDEEN,UNITED KINGDOM,57.20190048217773,-2.1977798938751216
VNO,VILNIUS,LITHUANIA,54.634102,25.285801
BSL,MULHOUSE/BASEL,SWITZERLAND,47.59,7.5291667
MCX,MAKHACHKALA,RUSSIA,42.81679916381836,47.65230178833008
SKG,THESSALONIKI,GREECE,40.51969909667969,22.97089958190918
NUE,NUREMBERG,GERMANY,49.498699,11.078056
GIB,GIBRALTAR,GIBRALTAR,36.1511993408,-5.3496599197400005
TIV,TIVAT,MONTENEGRO,42.404701232910156,18.72330093383789
SIP,SIMFEROPOL,UKRAINE,45.05220031738281,33.975101470947266
NTE,NANTES,FRANCE,47.15319824220001,-1.61073005199
SVG,STAVANGER,NORWAY,58.876701354,5.637780189500001
ROV,ROSTOV,RUSSIA,47.493888,39.924721999999996
PMO,PALERMO,ITALY,38.175999,13.091
TIA,TIRANA,ALBANIA,41.4146995544,19.7206001282
BLL,BILLUND,DENMARK,55.7402992249,9.15178012848
BGY,MILAN,ITALY,45.673901,9.70417
TFS,TENERIFE,SPAIN,28.044500351,-16.5725002289
LJU,LJUBLJANA,SLOVENIA,46.223701,14.4576
LBA,LEEDS,UNITED KINGDOM,53.86589813232422,-1.6605700254440308
LPA,LAS PALMAS,SPAIN,27.931900024414066,-15.38659954071045
BIO,BILBAO,SPAIN,43.30110168457031,-2.9106099605560303
PRN,PRISTINA,KOSOVO,42.5728,21.035801
TGD,PODGORICA,MONTENEGRO,42.359402,19.2519
ALC,ALICANTE,SPAIN,38.28219985961914,-0.5581560134887695
ORY,PARIS,FRANCE,48.7233333,2.3794444
LEJ,LEIPZIG/HALLE,GERMANY,51.423889,12.236388999999999
SJJ,SARAJEVO,BOSNIA AND HERZEGOVINA,43.82460021972656,18.331499099731445
TRN,TURIN,ITALY,45.200802,7.64963
EZE,BUENOS AIRES,ARGENTINA,-34.8222,-58.5358
GRU,SAO PAULO,BRAZIL,-23.435556411743164,-46.47305679321289
CCS,CARACAS,VENEZUELA,10.601194,-66.991222
LIM,LIMA,PERU,-12.0219,-77.114305
PTY,PANAMA CITY,PANAMA,9.0713596344,-79.3834991455
HAV,HAVANA,CUBA,22.989200592041016,-82.40910339355469
SCL,SANTIAGO,CHILE,-33.393001556396484,-70.78579711914062
GIG,RIO DE JANEIRO,BRAZIL,-22.809999465900002,-43.2505569458
UIO,QUITO,ECUADOR,-0.129166666667,-78.3575
SJO,SAN JOSE,COSTA RICA,9.993860244750977,-84.20880126953125
BOG,BOGOTA,COLOMBIA,4.70159,-74.1469
TAS,TASHKENT,UZBEKISTAN,41.257900238000005,69.2811965942
ASB,ASHGABAT,TURKMENISTAN,37.98680114746094,58.361000061035156
FRU,BISHKEK,KYRGYZSTAN,43.0612983704,74.4776000977
DYU,DUSHANBE,TAJIKISTAN,38.543300628699996,68.8249969482
NJF,AL NAJAF,IRAQ,31.989853000000004,44.404317
KDH,KANDAHAR,AFGHANISTAN,31.505800247192386,65.84780120849611
